metric,target_metric,correlation
political_rights_score__2022,population_2018,-0.174580245
political_rights_score__2022,surface_area_(km2)_2018,-0.218016086
political_rights_score__2022,gini_index_varies_by_country,-0.349282775
political_rights_score__2022,happy_planet_index_2016,0.271241599
political_rights_score__2022,happy_planet_index_2019,0.306059256
political_rights_score__2022,human_development_index_2017,0.58613891
political_rights_score__2022,human_development_index_2021,0.587185852
political_rights_score__2022,sustainable_economic_development_assessment_(seda)_2018,0.636406574
political_rights_score__2022,gdp_growth_(annual_%)_2018,-0.187538221
political_rights_score__2022,gdp_growth_(annual_%)_2021_or_latest_year,0.296262979
political_rights_score__2022,gdp_($_usd_billions_ppp)_2018,0.158168893
political_rights_score__2022,gdp_($_usd_billions_ppp)_2019,0.160312599
political_rights_score__2022,gdp_($_usd_billions_ppp)_2020,0.153448594
political_rights_score__2022,gdp_($_usd_billions_ppp)_2021,0.206794062
political_rights_score__2022,gdp_per_capita_in_$_(ppp)_2018,0.514283819
political_rights_score__2022,gdp_per_capita_in_$_(ppp)_2019,0.518440541
political_rights_score__2022,gdp_per_capita_in_$_(ppp)_2020,0.522223103
political_rights_score__2022,gdp_per_capita_in_$_(ppp)_2021,0.560672136
political_rights_score__2022,economic_growth_2018,-0.116961209
political_rights_score__2022,economic_growth_2021_or_latest,0.28032849
political_rights_score__2022,health_expenditure_%_of_gdp_2014,0.473973288
political_rights_score__2022,health_expenditure_%_of_gdp_2015,0.448781439
political_rights_score__2022,health_expenditure_%_of_gdp_2016,0.399711573
political_rights_score__2022,health_expenditure_%_of_gdp_2017,0.336555661
political_rights_score__2022,health_expenditure_%_of_gdp_2018,0.342858964
political_rights_score__2022,health_expenditure_%_of_gdp_2019,0.256797324
political_rights_score__2022,health_expenditure_%_of_gdp_2020,0.338314037
political_rights_score__2022,health_expenditure_%_of_gdp_2021,0.419313935
political_rights_score__2022,health_expenditure_%_of_gdp_2021_or_latest,0.397699327
political_rights_score__2022,health_expenditure_per_person_2015,0.576799955
political_rights_score__2022,health_expenditure_per_person_2018,0.621995199
political_rights_score__2022,health_expenditure_per_person_2019,0.626568491
political_rights_score__2022,infant_mortality_2020,-0.148441886
political_rights_score__2022,"maternal_mortality_per_100,000_live_births_2017_(latest_year)",-0.479783264
political_rights_score__2022,education_expenditure_%_of_gdp_2014,0.526711537
political_rights_score__2022,education_expenditure_%_of_gdp_2018,0.36214371
political_rights_score__2022,education_expenditure_%_of_gdp_2021_or_latest_year,0.315388817
political_rights_score__2022,education_as_%_of_gdp_2018,0.358080234
political_rights_score__2022,education_as_%_of_gdp_2021_or_latest,0.329277274
political_rights_score__2022,%_of_primary_school_aged_kids_out_of_school_2018,-0.469649943
political_rights_score__2022,%_of_primary_school_aged_kids_out_of_school_2021_or_latest_year,-0.326640556
political_rights_score__2022,unemployment_(%)_2018,0.098856728
political_rights_score__2022,unemployment_(%)_2021,-0.00934514
political_rights_score__2022,%_of_population_in_extreme_poverty_latest_year,-0.243947874
political_rights_score__2022,%_of_population_with_access_to_electricity_2020,0.378849667
political_rights_score__2022,political_rights_score__2018,0.975986853
political_rights_score__2022,political_rights_score__2022,1
political_rights_score__2022,civil_liberties_score__2018,0.955862477
political_rights_score__2022,civil_liberties_score__2022,0.968266943
political_rights_score__2022,political_stability_&_absence_of_violence_2017,0.676317302
political_rights_score__2022,political_stability_&_absence_of_violence_2021,0.691958393
political_rights_score__2022,government_effectiveness_2017,0.702534516
political_rights_score__2022,government_effectiveness_2021,0.669002537
political_rights_score__2022,regulatory_quality_2017,0.742792744
political_rights_score__2022,regulatory_quality_2021,0.735166005
political_rights_score__2022,rule_of_law_2017,0.739241142
political_rights_score__2022,rule_of_law_2021,0.74050463
political_rights_score__2022,control_of_corruption_2017,0.746193216
political_rights_score__2022,control_of_corruption_2021,0.733607979
political_rights_score__2022,judicial_effectiveness_score_2018,0.616437181
political_rights_score__2022,judicial_effectiveness_score_2022,0.897974819
political_rights_score__2022,government_integrity_score_2018,0.629401173
political_rights_score__2022,government_integrity_score_2022,0.755060175
political_rights_score__2022,overall_economic_freedom_score_2017,0.582864924
political_rights_score__2022,overall_economic_freedom_score_2022,0.718242534
political_rights_score__2022,financial_freedom_score_2018,0.615420778
political_rights_score__2022,financial_freedom_score_2022,0.593681676
political_rights_score__2022,government_expenditure_(%_of_gdp)_2018,0.364318323
political_rights_score__2022,co2e_emissions_per_capita_2019,0.348230232
political_rights_score__2022,share_of_electricity_from_renewables_generation_2015,0.118832937
political_rights_score__2022,share_of_electricity_from_renewables_generation_2020_or_latest_year,0.218926821
political_rights_score__2022,%_of_seats_held_by_women_in_national_parliaments_2017,0.262100301
political_rights_score__2022,%_of_seats_held_by_women_in_national_parliaments_2018,0.268398914
political_rights_score__2022,%_of_seats_held_by_women_in_national_parliaments_2021,0.297226173
political_rights_score__2022,military_spending_as_%_of_gdp_2021,-0.146814926
political_rights_score__2022,military_spending_as_%_of_gdp_2019,-0.266119969
civil_liberties_score__2018,population_2018,-0.184218564
civil_liberties_score__2018,surface_area_(km2)_2018,-0.21844615
civil_liberties_score__2018,gini_index_varies_by_country,-0.34121996
civil_liberties_score__2018,happy_planet_index_2016,0.242385857
civil_liberties_score__2018,happy_planet_index_2019,0.301517153
civil_liberties_score__2018,human_development_index_2017,0.601382029
civil_liberties_score__2018,human_development_index_2021,0.594294416
civil_liberties_score__2018,sustainable_economic_development_assessment_(seda)_2018,0.64748773
civil_liberties_score__2018,gdp_growth_(annual_%)_2018,-0.175515048
civil_liberties_score__2018,gdp_growth_(annual_%)_2021_or_latest_year,0.299066158
civil_liberties_score__2018,gdp_($_usd_billions_ppp)_2018,0.146048433
civil_liberties_score__2018,gdp_($_usd_billions_ppp)_2019,0.147482756
civil_liberties_score__2018,gdp_($_usd_billions_ppp)_2020,0.141868174
civil_liberties_score__2018,gdp_($_usd_billions_ppp)_2021,0.197456983
civil_liberties_score__2018,gdp_per_capita_in_$_(ppp)_2018,0.516649722
civil_liberties_score__2018,gdp_per_capita_in_$_(ppp)_2019,0.519797537
civil_liberties_score__2018,gdp_per_capita_in_$_(ppp)_2020,0.524200627
civil_liberties_score__2018,gdp_per_capita_in_$_(ppp)_2021,0.570809245
civil_liberties_score__2018,economic_growth_2018,-0.101834252
civil_liberties_score__2018,economic_growth_2021_or_latest,0.282770721
civil_liberties_score__2018,health_expenditure_%_of_gdp_2014,0.462727405
civil_liberties_score__2018,health_expenditure_%_of_gdp_2015,0.432471643
civil_liberties_score__2018,health_expenditure_%_of_gdp_2016,0.391724203
civil_liberties_score__2018,health_expenditure_%_of_gdp_2017,0.32079408
civil_liberties_score__2018,health_expenditure_%_of_gdp_2018,0.331499347
civil_liberties_score__2018,health_expenditure_%_of_gdp_2019,0.27336934
civil_liberties_score__2018,health_expenditure_%_of_gdp_2020,0.357114964
civil_liberties_score__2018,health_expenditure_%_of_gdp_2021,0.467675821
civil_liberties_score__2018,health_expenditure_%_of_gdp_2021_or_latest,0.392036862
civil_liberties_score__2018,health_expenditure_per_person_2015,0.584115213
civil_liberties_score__2018,health_expenditure_per_person_2018,0.638221212
civil_liberties_score__2018,health_expenditure_per_person_2019,0.640727481
civil_liberties_score__2018,infant_mortality_2020,-0.13288581
civil_liberties_score__2018,"maternal_mortality_per_100,000_live_births_2017_(latest_year)",-0.49515312
civil_liberties_score__2018,education_expenditure_%_of_gdp_2014,0.504535985
civil_liberties_score__2018,education_expenditure_%_of_gdp_2018,0.34962541
civil_liberties_score__2018,education_expenditure_%_of_gdp_2021_or_latest_year,0.313396628
civil_liberties_score__2018,education_as_%_of_gdp_2018,0.344088823
civil_liberties_score__2018,education_as_%_of_gdp_2021_or_latest,0.317881648
civil_liberties_score__2018,%_of_primary_school_aged_kids_out_of_school_2018,-0.480685246
civil_liberties_score__2018,%_of_primary_school_aged_kids_out_of_school_2021_or_latest_year,-0.357698479
civil_liberties_score__2018,unemployment_(%)_2018,0.101411068
civil_liberties_score__2018,unemployment_(%)_2021,-0.01027119
civil_liberties_score__2018,%_of_population_in_extreme_poverty_latest_year,-0.228567553
civil_liberties_score__2018,%_of_population_with_access_to_electricity_2020,0.375293155
civil_liberties_score__2018,political_rights_score__2018,0.968580974
civil_liberties_score__2018,political_rights_score__2022,0.955862477
civil_liberties_score__2018,civil_liberties_score__2018,1
civil_liberties_score__2018,civil_liberties_score__2022,0.988248374
civil_liberties_score__2018,political_stability_&_absence_of_violence_2017,0.696221911
civil_liberties_score__2018,political_stability_&_absence_of_violence_2021,0.69417873
civil_liberties_score__2018,government_effectiveness_2017,0.705026968
civil_liberties_score__2018,government_effectiveness_2021,0.663977391
civil_liberties_score__2018,regulatory_quality_2017,0.759060104
civil_liberties_score__2018,regulatory_quality_2021,0.742947854
civil_liberties_score__2018,rule_of_law_2017,0.74585808
civil_liberties_score__2018,rule_of_law_2021,0.731213451
civil_liberties_score__2018,control_of_corruption_2017,0.750756423
civil_liberties_score__2018,control_of_corruption_2021,0.724007812
civil_liberties_score__2018,judicial_effectiveness_score_2018,0.611318734
civil_liberties_score__2018,judicial_effectiveness_score_2022,0.909044207
civil_liberties_score__2018,government_integrity_score_2018,0.616381903
civil_liberties_score__2018,government_integrity_score_2022,0.746161256
civil_liberties_score__2018,overall_economic_freedom_score_2017,0.598893286
civil_liberties_score__2018,overall_economic_freedom_score_2022,0.737550365
civil_liberties_score__2018,financial_freedom_score_2018,0.633110301
civil_liberties_score__2018,financial_freedom_score_2022,0.611821463
civil_liberties_score__2018,government_expenditure_(%_of_gdp)_2018,0.373713479
civil_liberties_score__2018,co2e_emissions_per_capita_2019,0.362116756
civil_liberties_score__2018,share_of_electricity_from_renewables_generation_2015,0.109456067
civil_liberties_score__2018,share_of_electricity_from_renewables_generation_2020_or_latest_year,0.228800697
civil_liberties_score__2018,%_of_seats_held_by_women_in_national_parliaments_2017,0.254526258
civil_liberties_score__2018,%_of_seats_held_by_women_in_national_parliaments_2018,0.260022456
civil_liberties_score__2018,%_of_seats_held_by_women_in_national_parliaments_2021,0.285149309
civil_liberties_score__2018,military_spending_as_%_of_gdp_2021,-0.146085987
civil_liberties_score__2018,military_spending_as_%_of_gdp_2019,-0.264501282
civil_liberties_score__2022,population_2018,-0.217908432
civil_liberties_score__2022,surface_area_(km2)_2018,-0.246655958
civil_liberties_score__2022,gini_index_varies_by_country,-0.347394866
civil_liberties_score__2022,happy_planet_index_2016,0.249419264
civil_liberties_score__2022,happy_planet_index_2019,0.303940445
civil_liberties_score__2022,human_development_index_2017,0.602158864
civil_liberties_score__2022,human_development_index_2021,0.59834488
civil_liberties_score__2022,sustainable_economic_development_assessment_(seda)_2018,0.655810206
civil_liberties_score__2022,gdp_growth_(annual_%)_2018,-0.18277541
civil_liberties_score__2022,gdp_growth_(annual_%)_2021_or_latest_year,0.287042339
civil_liberties_score__2022,gdp_($_usd_billions_ppp)_2018,0.124730115
civil_liberties_score__2022,gdp_($_usd_billions_ppp)_2019,0.126429832
civil_liberties_score__2022,gdp_($_usd_billions_ppp)_2020,0.119544635
civil_liberties_score__2022,gdp_($_usd_billions_ppp)_2021,0.174828133
civil_liberties_score__2022,gdp_per_capita_in_$_(ppp)_2018,0.527355108
civil_liberties_score__2022,gdp_per_capita_in_$_(ppp)_2019,0.530673342
civil_liberties_score__2022,gdp_per_capita_in_$_(ppp)_2020,0.535144634
civil_liberties_score__2022,gdp_per_capita_in_$_(ppp)_2021,0.576521614
civil_liberties_score__2022,economic_growth_2018,-0.117494853
civil_liberties_score__2022,economic_growth_2021_or_latest,0.271555613
civil_liberties_score__2022,health_expenditure_%_of_gdp_2014,0.475150983
civil_liberties_score__2022,health_expenditure_%_of_gdp_2015,0.448464972
civil_liberties_score__2022,health_expenditure_%_of_gdp_2016,0.407558925
civil_liberties_score__2022,health_expenditure_%_of_gdp_2017,0.334568929
civil_liberties_score__2022,health_expenditure_%_of_gdp_2018,0.338867525
civil_liberties_score__2022,health_expenditure_%_of_gdp_2019,0.274360735
civil_liberties_score__2022,health_expenditure_%_of_gdp_2020,0.349634982
civil_liberties_score__2022,health_expenditure_%_of_gdp_2021,0.501379313
civil_liberties_score__2022,health_expenditure_%_of_gdp_2021_or_latest,0.403537961
civil_liberties_score__2022,health_expenditure_per_person_2015,0.589300447
civil_liberties_score__2022,health_expenditure_per_person_2018,0.643456063
civil_liberties_score__2022,health_expenditure_per_person_2019,0.645819251
civil_liberties_score__2022,infant_mortality_2020,-0.119514528
civil_liberties_score__2022,"maternal_mortality_per_100,000_live_births_2017_(latest_year)",-0.496192016
civil_liberties_score__2022,education_expenditure_%_of_gdp_2014,0.522886087
civil_liberties_score__2022,education_expenditure_%_of_gdp_2018,0.356772029
civil_liberties_score__2022,education_expenditure_%_of_gdp_2021_or_latest_year,0.322505738
civil_liberties_score__2022,education_as_%_of_gdp_2018,0.352080639
civil_liberties_score__2022,education_as_%_of_gdp_2021_or_latest,0.329932471
civil_liberties_score__2022,%_of_primary_school_aged_kids_out_of_school_2018,-0.472192325
civil_liberties_score__2022,%_of_primary_school_aged_kids_out_of_school_2021_or_latest_year,-0.366262067
civil_liberties_score__2022,unemployment_(%)_2018,0.121393528
civil_liberties_score__2022,unemployment_(%)_2021,0.002917907
civil_liberties_score__2022,%_of_population_in_extreme_poverty_latest_year,-0.245169317
civil_liberties_score__2022,%_of_population_with_access_to_electricity_2020,0.384673964
civil_liberties_score__2022,political_rights_score__2018,0.964158493
civil_liberties_score__2022,political_rights_score__2022,0.968266943
civil_liberties_score__2022,civil_liberties_score__2018,0.988248374
civil_liberties_score__2022,civil_liberties_score__2022,1
civil_liberties_score__2022,political_stability_&_absence_of_violence_2017,0.710654011
civil_liberties_score__2022,political_stability_&_absence_of_violence_2021,0.719883413
civil_liberties_score__2022,government_effectiveness_2017,0.709294964
civil_liberties_score__2022,government_effectiveness_2021,0.671492594
civil_liberties_score__2022,regulatory_quality_2017,0.762316703
civil_liberties_score__2022,regulatory_quality_2021,0.747961378
civil_liberties_score__2022,rule_of_law_2017,0.751309607
civil_liberties_score__2022,rule_of_law_2021,0.748844647
civil_liberties_score__2022,control_of_corruption_2017,0.750867373
civil_liberties_score__2022,control_of_corruption_2021,0.736673473
civil_liberties_score__2022,judicial_effectiveness_score_2018,0.619557139
civil_liberties_score__2022,judicial_effectiveness_score_2022,0.920057017
civil_liberties_score__2022,government_integrity_score_2018,0.6229
civil_liberties_score__2022,government_integrity_score_2022,0.754110555
civil_liberties_score__2022,overall_economic_freedom_score_2017,0.600013943
civil_liberties_score__2022,overall_economic_freedom_score_2022,0.741002606
civil_liberties_score__2022,financial_freedom_score_2018,0.631371884
civil_liberties_score__2022,financial_freedom_score_2022,0.609167098
civil_liberties_score__2022,government_expenditure_(%_of_gdp)_2018,0.387468385
civil_liberties_score__2022,co2e_emissions_per_capita_2019,0.369454959
civil_liberties_score__2022,share_of_electricity_from_renewables_generation_2015,0.122758889
civil_liberties_score__2022,share_of_electricity_from_renewables_generation_2020_or_latest_year,0.2231461
civil_liberties_score__2022,%_of_seats_held_by_women_in_national_parliaments_2017,0.240538264
civil_liberties_score__2022,%_of_seats_held_by_women_in_national_parliaments_2018,0.251650353
civil_liberties_score__2022,%_of_seats_held_by_women_in_national_parliaments_2021,0.278736986
civil_liberties_score__2022,military_spending_as_%_of_gdp_2021,-0.150560516
civil_liberties_score__2022,military_spending_as_%_of_gdp_2019,-0.266204444
political_stability_&_absence_of_violence_2017,population_2018,-0.437408979
political_stability_&_absence_of_violence_2017,surface_area_(km2)_2018,-0.401803
political_stability_&_absence_of_violence_2017,gini_index_varies_by_country,-0.33555463
political_stability_&_absence_of_violence_2017,happy_planet_index_2016,0.161212292
political_stability_&_absence_of_violence_2017,happy_planet_index_2019,0.1679986
political_stability_&_absence_of_violence_2017,human_development_index_2017,0.662628281
political_stability_&_absence_of_violence_2017,human_development_index_2021,0.670886661
political_stability_&_absence_of_violence_2017,sustainable_economic_development_assessment_(seda)_2018,0.742547622
political_stability_&_absence_of_violence_2017,gdp_growth_(annual_%)_2018,-0.111534278
political_stability_&_absence_of_violence_2017,gdp_growth_(annual_%)_2021_or_latest_year,0.090053101
political_stability_&_absence_of_violence_2017,gdp_($_usd_billions_ppp)_2018,0.019836619
political_stability_&_absence_of_violence_2017,gdp_($_usd_billions_ppp)_2019,0.021733441
political_stability_&_absence_of_violence_2017,gdp_($_usd_billions_ppp)_2020,0.01629637
political_stability_&_absence_of_violence_2017,gdp_($_usd_billions_ppp)_2021,0.034687575
political_stability_&_absence_of_violence_2017,gdp_per_capita_in_$_(ppp)_2018,0.651499467
political_stability_&_absence_of_violence_2017,gdp_per_capita_in_$_(ppp)_2019,0.657853715
political_stability_&_absence_of_violence_2017,gdp_per_capita_in_$_(ppp)_2020,0.650981801
political_stability_&_absence_of_violence_2017,gdp_per_capita_in_$_(ppp)_2021,0.658067298
political_stability_&_absence_of_violence_2017,economic_growth_2018,-0.124134335
political_stability_&_absence_of_violence_2017,economic_growth_2021_or_latest,0.090761338
political_stability_&_absence_of_violence_2017,health_expenditure_%_of_gdp_2014,0.34882474
political_stability_&_absence_of_violence_2017,health_expenditure_%_of_gdp_2015,0.379506248
political_stability_&_absence_of_violence_2017,health_expenditure_%_of_gdp_2016,0.376856313
political_stability_&_absence_of_violence_2017,health_expenditure_%_of_gdp_2017,0.287434912
political_stability_&_absence_of_violence_2017,health_expenditure_%_of_gdp_2018,0.298613215
political_stability_&_absence_of_violence_2017,health_expenditure_%_of_gdp_2019,0.271077813
political_stability_&_absence_of_violence_2017,health_expenditure_%_of_gdp_2020,0.229224367
political_stability_&_absence_of_violence_2017,health_expenditure_%_of_gdp_2021,0.521978022
political_stability_&_absence_of_violence_2017,health_expenditure_%_of_gdp_2021_or_latest,0.331392767
political_stability_&_absence_of_violence_2017,health_expenditure_per_person_2015,0.675678541
political_stability_&_absence_of_violence_2017,health_expenditure_per_person_2018,0.694677758
political_stability_&_absence_of_violence_2017,health_expenditure_per_person_2019,0.701783515
political_stability_&_absence_of_violence_2017,infant_mortality_2020,-0.121835603
political_stability_&_absence_of_violence_2017,"maternal_mortality_per_100,000_live_births_2017_(latest_year)",-0.592036085
political_stability_&_absence_of_violence_2017,education_expenditure_%_of_gdp_2014,0.305764665
political_stability_&_absence_of_violence_2017,education_expenditure_%_of_gdp_2018,0.298727429
political_stability_&_absence_of_violence_2017,education_expenditure_%_of_gdp_2021_or_latest_year,0.261856684
political_stability_&_absence_of_violence_2017,education_as_%_of_gdp_2018,0.293211101
political_stability_&_absence_of_violence_2017,education_as_%_of_gdp_2021_or_latest,0.264113466
political_stability_&_absence_of_violence_2017,%_of_primary_school_aged_kids_out_of_school_2018,-0.46866197
political_stability_&_absence_of_violence_2017,%_of_primary_school_aged_kids_out_of_school_2021_or_latest_year,-0.41388806
political_stability_&_absence_of_violence_2017,unemployment_(%)_2018,-0.06540598
political_stability_&_absence_of_violence_2017,unemployment_(%)_2021,-0.137312029
political_stability_&_absence_of_violence_2017,%_of_population_in_extreme_poverty_latest_year,-0.441262468
political_stability_&_absence_of_violence_2017,%_of_population_with_access_to_electricity_2020,0.521277055
political_stability_&_absence_of_violence_2017,political_rights_score__2018,0.65365895
political_stability_&_absence_of_violence_2017,political_rights_score__2022,0.676317302
political_stability_&_absence_of_violence_2017,civil_liberties_score__2018,0.696221911
political_stability_&_absence_of_violence_2017,civil_liberties_score__2022,0.710654011
political_stability_&_absence_of_violence_2017,political_stability_&_absence_of_violence_2017,1
political_stability_&_absence_of_violence_2017,political_stability_&_absence_of_violence_2021,0.966788441
political_stability_&_absence_of_violence_2017,government_effectiveness_2017,0.752080559
political_stability_&_absence_of_violence_2017,government_effectiveness_2021,0.745688182
political_stability_&_absence_of_violence_2017,regulatory_quality_2017,0.712329291
political_stability_&_absence_of_violence_2017,regulatory_quality_2021,0.714846855
political_stability_&_absence_of_violence_2017,rule_of_law_2017,0.763135158
political_stability_&_absence_of_violence_2017,rule_of_law_2021,0.773697021
political_stability_&_absence_of_violence_2017,control_of_corruption_2017,0.771952718
political_stability_&_absence_of_violence_2017,control_of_corruption_2021,0.773153856
political_stability_&_absence_of_violence_2017,judicial_effectiveness_score_2018,0.609158478
political_stability_&_absence_of_violence_2017,judicial_effectiveness_score_2022,0.730648774
political_stability_&_absence_of_violence_2017,government_integrity_score_2018,0.705588248
political_stability_&_absence_of_violence_2017,government_integrity_score_2022,0.746867134
political_stability_&_absence_of_violence_2017,overall_economic_freedom_score_2017,0.591328984
political_stability_&_absence_of_violence_2017,overall_economic_freedom_score_2022,0.692812129
political_stability_&_absence_of_violence_2017,financial_freedom_score_2018,0.531331675
political_stability_&_absence_of_violence_2017,financial_freedom_score_2022,0.512181547
political_stability_&_absence_of_violence_2017,government_expenditure_(%_of_gdp)_2018,0.417962476
political_stability_&_absence_of_violence_2017,co2e_emissions_per_capita_2019,0.535928586
political_stability_&_absence_of_violence_2017,share_of_electricity_from_renewables_generation_2015,0.053939781
political_stability_&_absence_of_violence_2017,share_of_electricity_from_renewables_generation_2020_or_latest_year,0.10961412
political_stability_&_absence_of_violence_2017,%_of_seats_held_by_women_in_national_parliaments_2017,0.195068563
political_stability_&_absence_of_violence_2017,%_of_seats_held_by_women_in_national_parliaments_2018,0.214632143
political_stability_&_absence_of_violence_2017,%_of_seats_held_by_women_in_national_parliaments_2021,0.241697798
political_stability_&_absence_of_violence_2017,military_spending_as_%_of_gdp_2021,-0.09440608
political_stability_&_absence_of_violence_2017,military_spending_as_%_of_gdp_2019,-0.216991784
political_stability_&_absence_of_violence_2021,population_2018,-0.451764986
political_stability_&_absence_of_violence_2021,surface_area_(km2)_2018,-0.446224696
political_stability_&_absence_of_violence_2021,gini_index_varies_by_country,-0.348460689
political_stability_&_absence_of_violence_2021,happy_planet_index_2016,0.179048651
political_stability_&_absence_of_violence_2021,happy_planet_index_2019,0.176203031
political_stability_&_absence_of_violence_2021,human_development_index_2017,0.668545017
political_stability_&_absence_of_violence_2021,human_development_index_2021,0.67944649
political_stability_&_absence_of_violence_2021,sustainable_economic_development_assessment_(seda)_2018,0.760352196
political_stability_&_absence_of_violence_2021,gdp_growth_(annual_%)_2018,-0.108095392
political_stability_&_absence_of_violence_2021,gdp_growth_(annual_%)_2021_or_latest_year,0.101111687
political_stability_&_absence_of_violence_2021,gdp_($_usd_billions_ppp)_2018,0.028426389
political_stability_&_absence_of_violence_2021,gdp_($_usd_billions_ppp)_2019,0.030816352
political_stability_&_absence_of_violence_2021,gdp_($_usd_billions_ppp)_2020,0.025648492
political_stability_&_absence_of_violence_2021,gdp_($_usd_billions_ppp)_2021,0.047600391
political_stability_&_absence_of_violence_2021,gdp_per_capita_in_$_(ppp)_2018,0.664443138
political_stability_&_absence_of_violence_2021,gdp_per_capita_in_$_(ppp)_2019,0.670282905
political_stability_&_absence_of_violence_2021,gdp_per_capita_in_$_(ppp)_2020,0.664628025
political_stability_&_absence_of_violence_2021,gdp_per_capita_in_$_(ppp)_2021,0.669509238
political_stability_&_absence_of_violence_2021,economic_growth_2018,-0.149490537
political_stability_&_absence_of_violence_2021,economic_growth_2021_or_latest,0.106943616
political_stability_&_absence_of_violence_2021,health_expenditure_%_of_gdp_2014,0.356051821
political_stability_&_absence_of_violence_2021,health_expenditure_%_of_gdp_2015,0.395601691
political_stability_&_absence_of_violence_2021,health_expenditure_%_of_gdp_2016,0.390540761
political_stability_&_absence_of_violence_2021,health_expenditure_%_of_gdp_2017,0.29023642
political_stability_&_absence_of_violence_2021,health_expenditure_%_of_gdp_2018,0.306434351
political_stability_&_absence_of_violence_2021,health_expenditure_%_of_gdp_2019,0.272259226
political_stability_&_absence_of_violence_2021,health_expenditure_%_of_gdp_2020,0.19534987
political_stability_&_absence_of_violence_2021,health_expenditure_%_of_gdp_2021,0.576923077
political_stability_&_absence_of_violence_2021,health_expenditure_%_of_gdp_2021_or_latest,0.332461217
political_stability_&_absence_of_violence_2021,health_expenditure_per_person_2015,0.693773948
political_stability_&_absence_of_violence_2021,health_expenditure_per_person_2018,0.701708522
political_stability_&_absence_of_violence_2021,health_expenditure_per_person_2019,0.707902118
political_stability_&_absence_of_violence_2021,infant_mortality_2020,-0.111559112
political_stability_&_absence_of_violence_2021,"maternal_mortality_per_100,000_live_births_2017_(latest_year)",-0.588572817
political_stability_&_absence_of_violence_2021,education_expenditure_%_of_gdp_2014,0.306914067
political_stability_&_absence_of_violence_2021,education_expenditure_%_of_gdp_2018,0.307435542
political_stability_&_absence_of_violence_2021,education_expenditure_%_of_gdp_2021_or_latest_year,0.249919604
political_stability_&_absence_of_violence_2021,education_as_%_of_gdp_2018,0.303731177
political_stability_&_absence_of_violence_2021,education_as_%_of_gdp_2021_or_latest,0.256485187
political_stability_&_absence_of_violence_2021,%_of_primary_school_aged_kids_out_of_school_2018,-0.464368887
political_stability_&_absence_of_violence_2021,%_of_primary_school_aged_kids_out_of_school_2021_or_latest_year,-0.420892068
political_stability_&_absence_of_violence_2021,unemployment_(%)_2018,-0.048474819
political_stability_&_absence_of_violence_2021,unemployment_(%)_2021,-0.127306982
political_stability_&_absence_of_violence_2021,%_of_population_in_extreme_poverty_latest_year,-0.40190882
political_stability_&_absence_of_violence_2021,%_of_population_with_access_to_electricity_2020,0.537501353
political_stability_&_absence_of_violence_2021,political_rights_score__2018,0.659728267
political_stability_&_absence_of_violence_2021,political_rights_score__2022,0.691958393
political_stability_&_absence_of_violence_2021,civil_liberties_score__2018,0.69417873
political_stability_&_absence_of_violence_2021,civil_liberties_score__2022,0.719883413
political_stability_&_absence_of_violence_2021,political_stability_&_absence_of_violence_2017,0.966788441
political_stability_&_absence_of_violence_2021,political_stability_&_absence_of_violence_2021,1
political_stability_&_absence_of_violence_2021,government_effectiveness_2017,0.75563666
political_stability_&_absence_of_violence_2021,government_effectiveness_2021,0.759473604
political_stability_&_absence_of_violence_2021,regulatory_quality_2017,0.733956941
political_stability_&_absence_of_violence_2021,regulatory_quality_2021,0.738746402
political_stability_&_absence_of_violence_2021,rule_of_law_2017,0.780390476
political_stability_&_absence_of_violence_2021,rule_of_law_2021,0.801859723
political_stability_&_absence_of_violence_2021,control_of_corruption_2017,0.786193047
political_stability_&_absence_of_violence_2021,control_of_corruption_2021,0.790474474
political_stability_&_absence_of_violence_2021,judicial_effectiveness_score_2018,0.644501968
political_stability_&_absence_of_violence_2021,judicial_effectiveness_score_2022,0.73843262
political_stability_&_absence_of_violence_2021,government_integrity_score_2018,0.726778067
political_stability_&_absence_of_violence_2021,government_integrity_score_2022,0.761438033
political_stability_&_absence_of_violence_2021,overall_economic_freedom_score_2017,0.60952192
political_stability_&_absence_of_violence_2021,overall_economic_freedom_score_2022,0.696850546
political_stability_&_absence_of_violence_2021,financial_freedom_score_2018,0.54252174
political_stability_&_absence_of_violence_2021,financial_freedom_score_2022,0.524631728
political_stability_&_absence_of_violence_2021,government_expenditure_(%_of_gdp)_2018,0.443091217
political_stability_&_absence_of_violence_2021,co2e_emissions_per_capita_2019,0.531859234
political_stability_&_absence_of_violence_2021,share_of_electricity_from_renewables_generation_2015,0.066267793
political_stability_&_absence_of_violence_2021,share_of_electricity_from_renewables_generation_2020_or_latest_year,0.092827493
political_stability_&_absence_of_violence_2021,%_of_seats_held_by_women_in_national_parliaments_2017,0.154895901
political_stability_&_absence_of_violence_2021,%_of_seats_held_by_women_in_national_parliaments_2018,0.178253054
political_stability_&_absence_of_violence_2021,%_of_seats_held_by_women_in_national_parliaments_2021,0.189677274
political_stability_&_absence_of_violence_2021,military_spending_as_%_of_gdp_2021,-0.058976411
political_stability_&_absence_of_violence_2021,military_spending_as_%_of_gdp_2019,-0.199831423
government_effectiveness_2017,population_2018,-0.08758557
government_effectiveness_2017,surface_area_(km2)_2018,-0.208411776
