country,iso_country_code_2018,population_2018,surface_area_(km2)_2018,gini_index_varies_by_country,happy_planet_index_2016,happy_planet_index_2019,human_development_index_2017,human_development_index_2021,sustainable_economic_development_assessment_(seda)_2018,gdp_growth_(annual_%)_2018,gdp_growth_(annual_%)_2021_or_latest_year,gdp_($_usd_billions_ppp)_2018,gdp_($_usd_billions_ppp)_2019,gdp_($_usd_billions_ppp)_2020,gdp_($_usd_billions_ppp)_2021,gdp_per_capita_in_$_(ppp)_2018,gdp_per_capita_in_$_(ppp)_2019,gdp_per_capita_in_$_(ppp)_2020,gdp_per_capita_in_$_(ppp)_2021,economic_growth_2018,economic_growth_2021_or_latest,health_expenditure_%_of_gdp_2014,health_expenditure_%_of_gdp_2015,health_expenditure_%_of_gdp_2016,health_expenditure_%_of_gdp_2017,health_expenditure_%_of_gdp_2018,health_expenditure_%_of_gdp_2019,health_expenditure_%_of_gdp_2020,health_expenditure_%_of_gdp_2021,health_expenditure_%_of_gdp_2021_or_latest,health_expenditure_per_person_2015,health_expenditure_per_person_2018,health_expenditure_per_person_2019,infant_mortality_2020,"maternal_mortality_per_100,000_live_births_2017_(latest_year)",education_expenditure_%_of_gdp_2014,education_expenditure_%_of_gdp_2018,education_expenditure_%_of_gdp_2021_or_latest_year,education_as_%_of_gdp_2018,education_as_%_of_gdp_2021_or_latest,%_of_primary_school_aged_kids_out_of_school_2018,%_of_primary_school_aged_kids_out_of_school_2021_or_latest_year,unemployment_(%)_2018,unemployment_(%)_2021,%_of_population_in_extreme_poverty_latest_year,%_of_population_with_access_to_electricity_2020,political_rights_score__2018,political_rights_score__2022,civil_liberties_score__2018,civil_liberties_score__2022,political_stability_&_absence_of_violence_2017,political_stability_&_absence_of_violence_2021,government_effectiveness_2017,government_effectiveness_2021,regulatory_quality_2017,regulatory_quality_2021,rule_of_law_2017,rule_of_law_2021,control_of_corruption_2017,control_of_corruption_2021,judicial_effectiveness_score_2018,judicial_effectiveness_score_2022,government_integrity_score_2018,government_integrity_score_2022,overall_economic_freedom_score_2017,overall_economic_freedom_score_2022,financial_freedom_score_2018,financial_freedom_score_2022,government_expenditure_(%_of_gdp)_2018,co2e_emissions_per_capita_2019,share_of_electricity_from_renewables_generation_2015,share_of_electricity_from_renewables_generation_2020_or_latest_year,%_of_seats_held_by_women_in_national_parliaments_2017,%_of_seats_held_by_women_in_national_parliaments_2018,%_of_seats_held_by_women_in_national_parliaments_2021,military_spending_as_%_of_gdp_2021,military_spending_as_%_of_gdp_2019
Hungary,HUN,10000000,89608,28.2,26.4,45.4,0.838,0.846,66.1,2.9,7.096612232,304.2318294,318.0867388,303.8898251,325.4557076,62513.95527,62103.41335,58980.01105,65972.55833,5.359496489,7.096612232,4.600399971,4.494100094,4.6145401,4.614099979,4.622829914,,,,4.622829914,1912,1074.017578,1062.394165,17.25110925,12,4.631949902,4.622829914,,4.622829914,,2.431390047,2.466279984,5.2,4.116000175,0.1,100,28,26,44,43,0.81,0.861371756,0.51,0.634507835,0.65,0.496175766,0.53,0.530844033,0.09,0.035607804,57.1,62.2,36.4,44.4,66.7,66.9,70,70,48.5,4.74663103,0.116,0.178971934,10.1,12.56281407,13.06532663,0.016360659,0.012
Iceland,ISL,300000,100250,28,31.1,48,0.935,0.959,83.7,4,3.699792401,20.04097085,20.52893302,19.19374923,19.90387811,31913.07466,33514.94179,33274.34766,36752.51543,4.892180731,3.699792401,7.641409874,7.457970142,7.432199955,7.583859921,7.561709881,,,,7.561709881,4116,6565.879395,6274.959473,2.9,4,,7.561709881,,7.561709881,,4.44464016,5.467309952,3.8,5.401000023,,100,37,37,58,57,1.37,1.373475432,1.45,1.638630509,1.43,1.53473568,1.61,1.754704237,1.84,1.790595531,72.6,94.8,77.3,85.3,77,77,70,70,43.1,4.548442258,1,0.99983365,47.6,38.0952381,47.61904762,,0
India,IND,1339000000,2973193,35.2,29.2,36.4,0.64,0.633,40,7.3,8.947962669,8811.115286,9140.467596,8537.554993,9301.492227,6669.622784,6971.687276,6525.428052,7333.505612,6.453851345,8.947962669,,4.114570141,4.254079819,4.305449963,4.363739967,4.4072299,4.474229813,,4.474229813,238,60.26567459,63.74832153,,145,,4.363739967,4.474229813,4.363739967,4.474229813,,5.373290062,3.5,5.978000164,1.8,99,35,33,42,33,-0.83,-0.615044951,0.09,0.28236258,-0.25,-0.078795075,0,-0.080926225,-0.24,-0.294859201,54.3,51.5,47.2,42.4,54.5,53.9,40,40,27.3,1.797620119,0.151,0.217183858,11.8,11.80811808,14.44444444,0.0265779,0.024
Indonesia,IDN,264000000,1811569,36.8,35.7,49.6,0.694,0.705,46.4,4.8,3.691240112,3043.876023,3196.656917,3130.645794,3246.205447,11643.39732,12310.62737,12072.43996,12904.33506,5.17429154,3.691240112,3.288009882,3.583600044,3.5,2.669980049,3,2.841850042,,,2.841850042,369,111.6594696,120.1249619,42.63957718,177,3.288009882,3,2.841850042,3,2.84,5.623320103,,5.6,4.413000107,0.5,96.94999695,30,30,34,29,-0.51,-0.506472945,0.04,0.37900728,-0.11,0.298162043,-0.35,-0.224780738,-0.25,-0.427905589,45.2,43.2,42.8,39.9,64.2,64.4,60,60,17.6,2.290397148,0.112,0.177208901,19.8,19.82142857,21.04347826,0.006959259,0.007
Iran,IRN,81000000,1531595,44.5,24,43.6,0.798,0.774,48,0,1.761797091,1252.494721,1235.708816,1257.479498,0,15677.4298,15532.51636,15791.15951,,-2.253863607,1.76,2.801350117,2.797389984,3.365760088,3.790400028,3.955359936,3.663199902,3.592430115,,3.592430115,1262,484.2865906,470.4346008,21.3,16,2.801350117,3.955359936,3.592430115,3.955359936,3.59,,0.141069993,11.3,11.46100044,0.2,100,7,4,11,10,-0.93,-1.621631861,-0.19,-0.858067036,-1.2,-1.622264028,-0.68,-0.947225153,-0.81,-1.1,35.3,29.4,32.6,19.8,50.9,42.4,10,10,17.2,7.598364845,0.054,0.094347559,5.9,5.882352941,5.594405594,0.022991602,0.023
Iraq,IRQ,38000000,437367,,26.5,45.3,0.685,0.686,37,2.4,2.783335435,405.7060563,428.0758386,379.5996776,390.16521,10808.20883,11349.40215,9954.345263,10408.94388,2.633850991,2.783335435,,4.489999771,4.710000038,,,,,,,481,239.4129791,253.3146362,1.5,79,,,,,,,,16,14.19200039,,100,16,16,15,13,-2.33,-2.396991968,-1.27,-1.29181385,-1.2,-1.112153888,-1.64,-1.73155725,-1.37,-1.250528455,11.4,,23.4,,,,,,42.7,4.440624129,0.039,0.027638746,25.3,25.22796353,28.87537994,0.022829567,0.035
Ireland,IRL,4700000,68883,31.3,30,51.1,0.938,0.945,80.3,7.8,13.47865801,407.5226661,427.560584,452.6454587,513.6559921,84555.6348,87379.69297,93350.08753,106455.753,9.0301611,13.47865801,4.878499985,3.758769989,3.742120028,3.50928998,3.392869949,,,,3.392869949,5335,5484.221191,5428.588867,11.1,5,,3.392869949,,3.392869949,,0.00174,0.137229994,8.1,6.632999897,,100,39,39,57,58,1.02,0.856822491,1.29,1.504413486,1.59,1.562218428,1.43,1.530410647,1.55,1.649120331,79,93,79,80.7,80.4,82,70,70,31.9,7.245143221,0.297,0.423627901,22.2,22.15189873,22.5,0.002647912,0.003
Israel,ISR,9000000,20330,42.8,28.8,48.2,0.903,0.919,66.5,2.6,8.188040459,354.4541089,367.8297531,359.9088024,389.3782807,39906.12468,40004.03051,39489.28078,43721.62304,3.983424594,8.188040459,5.766819954,5.862110138,5.855780125,6.057909966,6.112339973,,,,6.112339973,2819,3329.23291,3456.386963,2.5,3,5.739089966,6.112339973,,6.112339973,,0.312099993,0.499260008,5.6,5.045000076,0.2,100,36,34,43,42,-0.88,-1.061351061,1.39,1.291966438,1.27,1.209037542,1.02,0.941778302,0.83,0.855771303,83.1,85,61.2,65.2,72.2,68,70,70,40.1,6.919593718,0.02,0.062951446,27.5,27.5,28.33333333,0.051716243,0.053
Italy,ITA,61000000,294140,31.9,28.1,50.7,0.88,0.895,69.1,0.8,6.64379019,2540.488576,2553.196961,2322.753857,2477.072749,43036.24378,44376.1625,41987.81596,45935.99655,0.925810941,6.64379019,4.061279774,4.073629856,3.815789938,4.044939995,4.256140232,,,,4.256140232,3351,3000.710938,2905.5,11.4,2,4.075250149,4.256140232,,4.256140232,,3.146600008,3.498919964,11.5,9.833999634,1,100,36,36,53,54,0.24,0.578433514,0.5,0.361195982,0.7,0.545158207,0.32,0.269486398,0.19,0.542555928,60.9,78.6,40.1,57.3,62.5,65.4,50,50,50.3,5.311315442,0.409,0.441982956,31,35.71428571,35.71428571,0.015227301,0.014
Jamaica,JAM,2800000,10831,35,36.9,57.9,0.732,0.709,49.7,1.1,4.6,28.57038979,28.82532099,25.94278889,27.13615718,9967.429208,10189.6402,9240.821869,10025.90479,1.889923681,4.6,6.015860081,5.455210209,5.314610004,5.260169983,5.413809776,5.163640022,5.61749506,6.027470112,6.027470112,511,319.8771668,327.4035339,12.9,80,6.020720005,5.413809776,6.027470112,5.413809776,6.027470112,26.45541954,33.29653168,13.3,9.18200016,,100,34,34,43,46,0.25,0.223473608,0.49,0.414007515,0.14,0.195809439,-0.16,-0.167768523,-0.17,-0.029271552,56.6,70.6,39.4,49,69.1,67.4,50,50,27.6,2.845730012,0.108,0.118815747,17.5,17.46031746,28.57142857,0.014127203,0.016
Japan,JPN,127000000,364485,37.9,28.3,47.1,0.909,0.925,75.2,0.5,1.620795525,5292.990112,5280.268366,5042.291711,5124.01695,42116.47435,42282.55089,42100.25769,42940.40525,0.584068067,1.620795525,3.551589966,,3.146430016,3.130579948,3.077820063,,,,3.077820063,4405,4256.095703,4360.473633,8.9,5,3.59059,3.077820063,,3.077820063,,,,3.1,2.799000025,,100,40,40,56,56,1.12,1.027348161,1.62,1.402757883,1.37,1.375934958,1.57,1.579463601,1.52,1.565421462,73.2,95.3,79.2,81.4,72.3,69.9,60,60,39.1,8.540980205,0.174,0.258496599,9.3,10.10752688,9.677419355,0.010735152,0.009
Jordan,JOR,10000000,88802,39.7,,43.9,0.735,0.72,48.7,2.5,2.209764771,99.78673203,101.738028,100.15968,102.3729734,10252.61882,10496.43835,10354.16403,10952.01061,1.934091701,2.209764771,3.799999952,3.450000048,3.452820063,3.228539944,2.984810114,2.988470078,,,2.988470078,568,335.2105713,334.04422,1.8,46,,2.984810114,2.988470078,2.984810114,,19.02325058,20.08473015,13.2,19.25200081,,99.90000153,12,11,25,22,-0.53,-0.275730044,0.12,0.227398813,0.1,0.150672376,0.26,0.212818906,0.26,0.05046254,57.3,42.6,51.9,49.5,64.9,60.1,60,60,32,2.438204112,0.01,0.154818634,15.4,15.38461538,11.53846154,0.050189553,0.047
Kazakhstan,KAZ,18000000,2699700,26.3,19.1,38.6,0.8,0.811,57.7,1.2,4,466.8599908,487.8686904,475.6719731,494.6988521,26154.60194,27463.97155,26750.44623,28599.98588,4.1,4,3.421649933,2.788579941,2.978100061,2.750819921,2.615950108,2.856970072,,,2.856970072,903,275.8546143,272.9652405,31.2,10,,2.615950108,2.856970072,2.615950108,,0.990610003,9.612959862,5.2,4.900000095,0,100,5,5,17,18,0.02,-0.254261643,0.01,0.064204693,0.17,0.089868896,-0.41,-0.487137586,-0.82,-0.236961946,58.1,34.5,44.6,37.9,69.1,64.4,50,50,22.2,11.45693783,0.093,0.111268872,27.1,27.10280374,27.10280374,0.008663686,0.011
Kenya,KEN,50000000,569140,48.5,24.2,45.2,0.59,0.575,35.4,5.6,7.517355387,223.0321716,234.4383912,233.8519302,251.4314109,4443.452322,4647.409761,4587.18632,5023.511272,5.647946407,7.517355387,4.717299938,4.743500233,4.895180225,4.963089943,5.107619762,4.97439003,5.079969883,4.799036026,4.799036026,157,73.54042816,83.41162872,15.7,342,5.280149937,5.107619762,4.799036026,5.107619762,4.8,,,11,5.742000103,,71.4379425,19,19,29,29,-1.08,-1.089664936,-0.31,-0.329993993,-0.23,-0.445434809,-0.41,-0.39034608,-0.96,-0.713267028,44,39,27.5,30.9,54.7,52.6,50,50,27.4,0.423783898,0.882,0.88473753,21.8,21.7765043,21.61383285,0.011191091,0.012
Korea (Dem. People’s Rep.),PRK,25000000,120408,,,,,,,1,,,,,,2197.699484,2191.529089,2171.867943,,,,11.23237038,9.862959862,10.09358978,10.86316013,11.96829033,12.39466,,,12.39466,,,,2.7,89,,,,,,,,4.3,2.592000008,,52.31354523,0,0,3,3,-0.48,-0.453303277,-1.69,-1.556904674,-2.34,-2.327385187,-1.71,-1.626438856,-1.48,-1.61,5,6.5,25.2,3.8,5.8,3,0,0,,2.18341993,0.021,0.075672707,16.3,16.30276565,17.61280932,,
Korea (Rep.),KOR,51000000,96920,35.7,24.8,39.8,0.903,0.925,,2.6,4.021158473,2164.812897,2213.390819,2194.532034,2282.777645,,,,,2.907403774,4.021158473,,,,,,,,,,,2543.596436,2624.533203,7.6,11,5.05671978,4.458079815,,4.458079815,,0.923990011,0.00993,3.7,3.532000065,,100,33,33,51,50,0.29,0.662571192,1.08,1.40621233,1.11,1.099525571,1.16,1.126665831,0.48,0.76,63.7,77.1,49.9,69.2,73.8,74.6,70,60,32.3,11.79932538,0.738,0.850138589,17,17,19,0.027770196,0.027
Kosovo,,1900000,10887,23.2,,,,,,3.3,9.127577636,19.32795026,20.24734811,19.16608398,20.91548318,43044.29176,42998.38824,45225.84454,46918.47482,3.406631008,9.127577636,,,4.333099842,4.328239918,4.458079815,,,,4.458079815,,,,45.7,,,,,,,,,,,,,24,25,28,31,-0.21,-0.120379224,-0.41,-0.223405108,-0.13,-0.272519022,-0.42,-0.274583757,-0.5,-0.318530053,59,31,45.4,37.5,66.6,60.1,30,30,27.1,,,,,,,0.009398589,0.008
Kuwait,KWT,4200000,17818,,,33.3,0.803,0.831,65.7,0.9,-8.855278923,211.2960123,210.1297443,191.5221694,,52290.9059,52054.71258,47303.12985,,2.433981268,,4.400000095,4.771480083,5.847710133,6.36548996,6.38917017,6.49243021,6.551259995,,6.551259995,2978,1733.809082,1758.674194,13.67170219,12,,6.38917017,6.551259995,6.38917017,6.551259995,,,2.4,3.713999987,,100,13,14,23,23,-0.04,0.299016237,-0.17,-0.038367245,-0.06,0.174784914,0.1,0.260516584,-0.33,-0.033566017,53.5,42,36.6,43.8,62.2,58.3,60,60,51.5,22.0224164,,0.000794288,3.1,3.076923077,1.538461538,0.066906224,0.056
Kyrgyzstan,KGZ,6000000,191801,33.4,33.1,53.7,0.672,0.692,45.4,3.5,3.610612695,32.45589292,33.94906706,31.09790074,32.22072549,5255.783473,5480.293907,4985.029555,5287.79067,3.757910125,3.610612695,5.531599998,5.985509872,6.586150169,6.026189804,5.552670002,5.366749763,,,5.552670002,287,65.73706055,62.14477539,22,60,5.531599998,5.552670002,5.366749763,5.552670002,5.37,0.287640005,0.11654,7.7,9.104000092,0.2,99.98104858,12,4,25,23,-0.43,-0.425941467,-0.71,-0.727085054,-0.35,-0.577635109,-0.93,-1.073576093,-1.05,-1.12,22.1,11.8,29.4,28.8,62.8,55.8,50,50,37.3,1.556643256,0.858,0.923546543,19.2,19.16666667,20.45454545,0.016692138,0.015
Laos,LAO,7000000,230800,36.7,,42.8,0.601,0.607,37.8,7,2.528351001,53.61675015,56.54301034,56.82743968,58.26423682,7774.222998,8219.505763,8238.494568,8674.033695,6.247960008,2.528351001,2.937809944,,,2.519999981,2.369999886,2.299999952,2.230000019,,2.230000019,,57.70953369,68.22131348,6,185,2.937809944,2.369999886,2.230000019,2.369999886,2.23,8.511400223,8.239660263,1.5,1.258000016,1.2,100,1,2,11,11,0.43,0.726245761,-0.36,-0.617719114,-0.72,-0.887527108,-0.88,-0.641927063,-0.94,-1.04,41.4,11.1,33.1,20.4,53.6,49.2,20,20,26.3,2.609681834,0.965,0.643897817,27.5,27.51677852,21.95121951,,0.002
Latvia,LVA,2000000,62249,34.5,17.1,34.1,0.847,0.863,66.1,2.7,4.482095399,57.91295951,59.35170643,57.11469408,59.67462915,30877.04193,31883.25911,31424.90221,34468.60211,3.989480387,4.482095399,5.281229973,5.282519817,4.65749979,4.366710186,4.243569851,,,,4.243569851,1429,1101.492554,1166.797852,,19,5.268799782,4.243569851,,4.243569851,,1.131440043,1.176259995,9.9,7.599999905,0.2,100,35,37,52,51,0.46,0.687567294,0.9,0.872736692,1.15,1.223477721,0.93,0.981282294,0.54,0.746790171,58.9,75.1,45.4,61.1,73.6,74.8,60,60,37,3.955435862,0.515,0.666361305,16,31,29,0.02280419,0.02
Lebanon,LBN,4600000,10230,,21.9,39,0.757,0.706,44.8,1,-10.51938942,106.7435823,99.36234341,73.6198141,65.87545917,15933.40097,15105.05921,11376.79398,10691.21532,-1.884705474,-10.51938942,2,2.099999905,2.123929977,2.132940054,2.524470091,2.592020035,,,2.524470091,1117,695.0587769,663.0510864,58.1,29,,2.524470091,2.592020035,2.524470091,,,,6.8,14.48799992,,100,11,13,32,29,-1.59,-1.493480563,-0.51,-1.28703928,-0.31,-0.882778704,-0.82,-1.073566079,-1,-1.22970438,33.6,27.4,20.2,22.8,53.2,47.3,50,50,26.9,4.076894274,0.028,0.039431744,3.1,4.6875,4.6875,,0.042
Lesotho,LSO,1900000,30355,63.2,16.7,27.3,0.52,0.514,29.5,2.5,1.015870819,5.512555847,5.644955375,5.218381134,5.271393145,2677.123334,2768.216136,2569.337741,2682.235528,-1.223137311,1.015870819,7.198599815,9,7.760749817,8.156889915,7.285359859,7.991712093,7.669359207,8.702640533,8.702640533,251,124.6897278,124.193634,7.665169922,544,,7.285359859,8.702640533,7.285359859,8.702640533,6.818039894,,27.4,24.59799957,,47.35273743,27,27,37,36,-0.25,-0.219594419,-0.85,-0.913774908,-0.32,-0.737228155,-0.27,-0.410292715,-0.03,-0.315276623,52.7,44.1,32.9,42.8,53.9,48.1,40,40,50.4,0.362307409,1,1,22.9,22.13114754,23.33333333,0.012871875,0.015
Liberia,LBR,4400000,96320,32,22.2,46,0.435,0.481,30.6,0,4.000009998,7.440349936,7.256774358,7.040341632,7.321956002,1580.854668,1531.794745,1468.245239,1552.807212,1.157575122,4.000009998,2.200050116,2.170830011,2.14812994,2.663300037,2.503910065,2.270390034,2.309289932,2.692179441,2.692179441,128,61.22189713,52.56287003,9.5,661,,2.503910065,2.692179441,2.503910065,2.692179441,,,4,4.09499979,,27.53470993,27,27,35,33,-0.41,-0.241881981,-1.37,-1.376985192,-0.95,-0.95016712,-0.97,-0.925903976,-0.69,-0.91611737,42.4,23.4,32,25.1,50.9,47.9,20,20,36.8,0.23899343,,0.012578616,12.3,12.32876712,10.95890411,0.009512946,0.005
Libya,LBY,6000000,1759540,,,42.7,0.706,0.718,,-6.4,31.37242223,166.7006174,148.0373254,112.6123155,147.9415266,25556.8544,22764.47805,17286.36814,23356.60496,7.941367853,31.37242223,,,,,,,,,,,,,22,72,,,,,,,,19.2,19.58399963,,69.70735168,1,1,8,8,-2.33,-2.366909742,-1.77,-1.722766995,-2.21,-1.951192021,-1.78,-1.784263253,-1.59,-1.567404628,22.1,,23.1,,,,,,92.9,8.380729344,,0.000252395,16,15.95744681,15.95744681,,0.155
Lithuania,LTU,2900000,62680,37.9,21,36.9,0.858,0.875,67.4,1.6,5.003500766,99.3054769,103.8474827,103.709956,108.8990844,36376.18982,38540.78145,38880.54527,42665.32293,3.993310328,5.003500766,4.486579895,4.227190018,4.004310131,3.812200069,3.892930031,,,,3.892930031,1875,1249.031006,1369.979492,2.3,8,4.485509872,,,3.892930031,,0.179499999,0.10193,9.2,7.902999878,0.4,100,38,38,53,51,0.78,0.815429747,0.98,1.056605458,1.16,1.276888251,0.99,1.109867454,2.06,0.851239979,66.7,74.6,50.9,66.6,75.3,75.8,70,70,34.7,4.198076022,0.481,0.713316893,21.3,21.27659574,27.65957447,0.020217262,0.02
Luxembourg,LUX,600000,2586,30.4,13.2,31.7,0.904,0.93,83.2,4.5,6.886567708,69.94460256,72.24144814,70.95826648,75.84485555,116965.5861,117341.9151,117846.1365,134753.7977,2.00437712,6.886567708,3.855690002,3.767920017,,3.48645997,3.647490025,,,,3.647490025,6382,6227.083984,6220.741211,3.4,5,3.994390011,3.892930031,,3.647490025,,0.997389972,0.621209979,5.9,5.227000237,0.1,100,38,38,60,59,1.34,1.20638001,1.68,1.719043255,1.69,1.915203333,1.74,1.786879659,1.99,1.871590853,77.9,96.4,79,89.5,76.4,80.6,80,80,41.4,15.30642656,,,28.3,20,35,0.006268808,0.006
Macedonia,MKD,2100000,25433,33.7,23.4,43.9,,,52.5,3.7,3.964264171,33.52163611,34.83247272,32.70389977,34.00036875,16796.27023,17546.41692,16719.6901,17918.07707,2.88059671,3.964264171,2.048530102,3.002470016,3.099529982,2.706429958,2.728780031,3.05862999,6.300000191,,6.300000191,857,399.0970764,436.8871765,,,,3.647490025,,,,3.002059937,3.527590036,26.7,16.20299911,1.2,100,21,28,37,39,-0.25,0.124911822,0.14,-0.084261909,0.5,0.41672489,-0.24,-0.075887896,-0.31,-0.35,57,50.2,47.4,38.7,71.3,65.7,60,60,31.5,3.996737213,0.327,0.286103222,34.2,,,0.015410425,0.012
Madagascar,MDG,26000000,581540,41,,44.2,0.519,0.501,31.1,3,4.40234,41.81101523,43.6506999,40.53377365,42.31820819,1630.088139,1686.842064,1543.952938,1635.418012,3.20001288,4.40234,2.381230116,2.210119963,2.687190056,2.701374292,2.844099998,2.994858742,3.095706224,,3.095706224,77,22.33701324,19.84997559,5.5,335,,2.844099998,3.095706224,2.844099998,3.095706224,1.959929943,2.321860075,2.1,2.594000101,,33.7350769,24,27,32,34,-0.33,-0.635925055,-1.14,-1.000361085,-0.69,-0.820082366,-0.86,-0.866766155,-1.05,-0.933383822,21.4,33.4,17.8,23,56.8,58.9,50,50,15.4,0.152766255,0.597,0.412988753,19.2,19.20529801,17.8807947,0.007700343,0.006
Malawi,MWI,19000000,94080,46.1,22.1,38.7,0.477,0.512,32.5,3,2.751416408,27.15553441,28.63501716,28.86409682,29.65826832,1532.489312,1602.01559,1591.475591,1658.334418,4.391688296,2.751416408,4.839839935,5.608660221,4.748569965,4.031330109,3.3229599,3.711319923,2.907619953,,2.907619953,108,37.43349457,30.40028763,7.4,349,4.839839935,3.3229599,2.907619953,3.3229599,3.71,,,6.7,7.020999908,29.3,14.86676884,26,29,37,37,-0.27,-0.112530209,-0.67,-0.768746436,-0.75,-0.785958767,-0.37,-0.238201827,-0.65,-0.300203651,47.1,53,28.9,29.4,52,53,50,50,31.3,0.077836684,0.991,0.887548831,16.7,16.66666667,22.91666667,0.009489696,0.009
Malaysia,MYS,32000000,328657,46.2,30.3,41.7,0.802,0.803,59.8,5,3.132589661,869.4605645,908.0597294,856.7821419,883.6216107,28236.20719,29620.97866,27921.41095,29617.29676,4.843086976,3.132589661,5.212639809,4.894869804,4.751920223,4.675310135,4.478650093,4.156610012,3.916970015,,3.916970015,1064,426.4685974,436.61203,5.3,29,5.212639809,4.478650093,3.916970015,4.478650093,3.92,0.262820005,1.604339957,3.3,4.609000206,,100,18,20,27,30,0.16,0.138853475,0.84,0.991686642,0.68,0.722389638,0.41,0.557822585,0.03,0.170527324,65.2,57.6,54.8,53.9,74.5,68.1,50,50,24.9,7.927126037,0.104,0.178609153,10.4,13.90134529,14.86486486,0.010579937,0.01
Maldives,MDV,400000,298,38.4,,,0.717,0.747,,1.9,30.96284226,9.692060901,10.35923222,6.888899566,9.021898671,19242.83173,20333.92415,13442.38615,18232.24473,8.123128908,30.96284226,3.088589907,3.887510061,3.686990023,3.887470007,3.912489891,4.121590137,,,4.121590137,1514,786.4376831,854.3706055,17.8,53,3.470459938,3.912489891,4.121590137,3.912489891,4.121590137,3.417180061,2.003530025,3.2,6.078000069,,100,14,19,21,21,0.26,0.502794147,-0.45,0.386397958,-0.42,-0.52277118,-0.62,-0.171864733,-0.79,-0.371216476,38.8,32.1,36.6,43.1,51.1,47.3,30,30,42.6,3.973956262,,0.004115226,5.9,5.882352941,4.597701149,,
Mali,MLI,19000000,1220190,40.1,,39.3,0.427,0.428,29.7,6.1,3.069870047,43.56791513,45.64007523,45.07621472,46.45999593,2338.260312,2419.688689,2347.796674,2447.324283,4.746484327,3.069870047,3.648190022,3.801520109,3.094779968,3.789769888,3.905565023,3.484102249,3.763431311,,3.763431311,118,33.39861298,34.28177643,5.6,562,3.637409925,3.905565023,3.763431311,3.905565023,3.76,40.98841095,,8.1,7.71999979,3,50.56141663,17,8,27,24,-1.91,-2.352436543,-0.94,-1.223187923,-0.57,-0.621647954,-0.78,-0.902032435,-0.63,-0.867007017,32.4,34.1,31.4,28.3,57.6,55.9,40,40,22.2,0.29657102,0.54,0.315045614,8.8,8.843537415,27.27272727,0.028219483,0.027
Malta,MLT,400000,316,28.1,29,43.5,0.878,0.918,68.8,6.3,9.413538371,21.61583413,22.88276767,20.97233158,22.94657006,45568.72321,47407.88079,43243.17265,47714.45217,6.034213807,9.413538371,7.004209995,5.023980141,5.084459782,4.651629925,,,,,,3471,2753.510986,2531.910889,35,6,7.249639988,,,,,,,5.3,3.499000072,0.1,100,36,35,56,54,1.27,0.972675502,1,0.892640531,1.28,0.813723207,1.14,0.864450693,0.74,0.31758076,62.8,89.9,49.9,55.8,68.5,71.5,60,50,40.4,3.293245606,0.079,0.114867635,11.9,11.94029851,13.43283582,0.0051366,0.006
Mauritania,MRT,3800000,1030700,37,18,34.7,0.52,0.556,28.9,1.9,2.299748541,22.86813217,24.18532071,23.75885567,24.30524961,5317.464294,5569.539163,5389.646488,5591.83474,4.526746225,2.299748541,,,1.944059968,,,1.824370027,1.881160021,,1.881160021,177,57.29694748,57.88484573,14.8,766,,15.19999981,15.75,15.19999981,15.75,19.69111061,23.14240074,11.7,11.4630003,,47.34841919,9,14,21,21,-0.62,-0.670254648,-0.72,-0.733716249,-0.78,-1.055223942,-0.6,-0.670558989,-0.75,-0.821054399,17.6,29.9,28.9,23.5,54,55.3,40,40,30.1,0.872793555,,,25.2,20.26143791,20.26143791,0.023781622,0.028
Mauritius,MUS,1300000,2030,35.9,27.4,51.5,0.79,0.802,60.2,3.4,4.040219734,28.10002378,28.94650213,24.63501452,25.63032324,22738.69296,23834.965,20528.83365,22240.13496,3.759677231,4.040219734,4.916950226,4.886670113,5.013599873,5.02312994,4.834589958,4.719299793,4.608170033,,4.608170033,1099,656.6224976,685.9456177,29,61,4.916950226,,1.881160021,,1.88,1.303979993,0.332439989,7.8,7.414000034,,99.66165161,37,36,52,50,0.99,0.85580951,0.9,0.849402547,1,1.16719985,0.68,0.873426914,0.2,0.467553556,69.6,81.7,52.1,56.5,75.1,70.9,70,70,25.4,3.294591006,0.238,0.245952564,11.6,11.5942029,20,0.001695577,0.002
Mexico,MEX,129000000,1943945,48.2,40.7,54.3,0.774,0.758,49.1,2.5,4.797191749,2514.779898,2510.104752,2305.09551,2415.675362,20096.15665,19862.5632,18670.8104,20036.45539,2.194994725,4.797191749,5.257470131,5.229420185,4.90681982,4.518219948,4.254220009,,,,4.254220009,1009,521.0083008,540.3723145,25.5,33,5.325860023,4.834589958,4.608170033,4.254220009,,0.69946003,0.792649984,4,4.379000187,1,99.40000153,26,27,36,33,-0.65,-0.636740208,-0.03,-0.31216228,0.2,-0.230723783,-0.57,-0.799713492,-0.93,-1.001628876,39,40.7,26.9,32,64.8,63.7,60,60,27,3.521600048,0.16,0.219092281,42.6,48.2,50,0.006801308,0.005
