country,iso_country_code_2018,metric,value,metric_type,latest,metric_no_year,ranking,metric_rank,country_strengths_order,country_weaknesses_order,country_strengths_order_by_broad_metric,country_weaknesses_order_by_broad_metric
Georgia,GEO,civil_liberties_score__2018,38.0,input,0,civil_liberties_score,high,71.0,21.0,22.0,12.0,
Germany,DEU,civil_liberties_score__2018,55.0,input,0,civil_liberties_score,high,26.0,18.0,21.0,,11.0
Ghana,GHA,civil_liberties_score__2018,46.0,input,0,civil_liberties_score,high,53.0,5.0,35.0,4.0,
Greece,GRC,civil_liberties_score__2018,50.0,input,0,civil_liberties_score,high,40.0,10.0,27.0,,15.0
Guatemala,GTM,civil_liberties_score__2018,33.0,input,0,civil_liberties_score,high,91.0,10.0,34.0,7.0,
Guinea,GIN,civil_liberties_score__2018,24.0,input,0,civil_liberties_score,high,121.0,17.0,26.0,,14.0
Guinea-Bissau,GNB,civil_liberties_score__2018,25.0,input,0,civil_liberties_score,high,114.0,12.0,28.0,,15.0
Guyana,GUY,civil_liberties_score__2018,42.0,input,0,civil_liberties_score,high,63.0,9.0,27.0,,15.0
Haiti,HTI,civil_liberties_score__2018,24.0,input,0,civil_liberties_score,high,121.0,6.0,29.0,,15.0
Honduras,HND,civil_liberties_score__2018,26.0,input,0,civil_liberties_score,high,111.0,31.0,11.0,,6.0
Hungary,HUN,civil_liberties_score__2018,44.0,input,0,civil_liberties_score,high,56.0,15.0,25.0,9.0,
Iceland,ISL,civil_liberties_score__2018,58.0,input,0,civil_liberties_score,high,7.0,12.0,28.0,8.0,
India,IND,civil_liberties_score__2018,42.0,input,0,civil_liberties_score,high,63.0,10.0,31.0,7.0,
Indonesia,IDN,civil_liberties_score__2018,34.0,input,0,civil_liberties_score,high,89.0,17.0,25.0,12.0,
Iran,IRN,civil_liberties_score__2018,11.0,input,0,civil_liberties_score,high,157.0,36.0,7.0,,5.0
Iraq,IRQ,civil_liberties_score__2018,15.0,input,0,civil_liberties_score,high,143.0,16.0,13.0,9.0,
Ireland,IRL,civil_liberties_score__2018,57.0,input,0,civil_liberties_score,high,13.0,10.0,28.0,,15.0
Israel,ISR,civil_liberties_score__2018,43.0,input,0,civil_liberties_score,high,61.0,33.0,6.0,,4.0
Italy,ITA,civil_liberties_score__2018,53.0,input,0,civil_liberties_score,high,29.0,7.0,33.0,,16.0
Jamaica,JAM,civil_liberties_score__2018,43.0,input,0,civil_liberties_score,high,61.0,25.0,20.0,,12.0
Japan,JPN,civil_liberties_score__2018,56.0,input,0,civil_liberties_score,high,18.0,14.0,23.0,,13.0
Jordan,JOR,civil_liberties_score__2018,25.0,input,0,civil_liberties_score,high,114.0,28.0,12.0,15.0,
Kazakhstan,KAZ,civil_liberties_score__2018,17.0,input,0,civil_liberties_score,high,136.0,37.0,5.0,,4.0
Kenya,KEN,civil_liberties_score__2018,29.0,input,0,civil_liberties_score,high,104.0,30.0,12.0,,7.0
Korea (Dem. People’s Rep.),PRK,civil_liberties_score__2018,3.0,input,0,civil_liberties_score,high,172.0,25.0,3.0,11.0,2.0
Korea (Rep.),KOR,civil_liberties_score__2018,51.0,input,0,civil_liberties_score,high,39.0,18.0,14.0,12.0,11.0
Kosovo,,civil_liberties_score__2018,28.0,input,0,civil_liberties_score,high,107.0,19.0,5.0,,4.0
Kuwait,KWT,civil_liberties_score__2018,23.0,input,0,civil_liberties_score,high,124.0,34.0,6.0,,4.0
Kyrgyzstan,KGZ,civil_liberties_score__2018,25.0,input,0,civil_liberties_score,high,114.0,29.0,14.0,13.0,
Laos,LAO,civil_liberties_score__2018,11.0,input,0,civil_liberties_score,high,157.0,37.0,3.0,,3.0
Latvia,LVA,civil_liberties_score__2018,52.0,input,0,civil_liberties_score,high,36.0,9.0,30.0,,16.0
Lebanon,LBN,civil_liberties_score__2018,32.0,input,0,civil_liberties_score,high,94.0,7.0,31.0,5.0,
Lesotho,LSO,civil_liberties_score__2018,37.0,input,0,civil_liberties_score,high,74.0,22.0,21.0,11.0,
Liberia,LBR,civil_liberties_score__2018,35.0,input,0,civil_liberties_score,high,84.0,7.0,34.0,5.0,
Libya,LBY,civil_liberties_score__2018,8.0,input,0,civil_liberties_score,high,162.0,12.0,10.0,,6.0
Lithuania,LTU,civil_liberties_score__2018,53.0,input,0,civil_liberties_score,high,29.0,9.0,28.0,6.0,
Luxembourg,LUX,civil_liberties_score__2018,60.0,input,0,civil_liberties_score,high,1.0,1.0,36.0,1.0,
Macedonia,MKD,civil_liberties_score__2018,37.0,input,0,civil_liberties_score,high,74.0,16.0,22.0,,13.0
Madagascar,MDG,civil_liberties_score__2018,32.0,input,0,civil_liberties_score,high,94.0,13.0,30.0,,14.0
Malawi,MWI,civil_liberties_score__2018,37.0,input,0,civil_liberties_score,high,74.0,13.0,28.0,8.0,15.0
Malaysia,MYS,civil_liberties_score__2018,27.0,input,0,civil_liberties_score,high,108.0,34.0,10.0,,7.0
Maldives,MDV,civil_liberties_score__2018,21.0,input,0,civil_liberties_score,high,126.0,34.0,6.0,,4.0
Mali,MLI,civil_liberties_score__2018,27.0,input,0,civil_liberties_score,high,108.0,20.0,23.0,8.0,
Malta,MLT,civil_liberties_score__2018,56.0,input,0,civil_liberties_score,high,18.0,5.0,29.0,4.0,
Mauritania,MRT,civil_liberties_score__2018,21.0,input,0,civil_liberties_score,high,126.0,24.0,12.0,,8.0
Mauritius,MUS,civil_liberties_score__2018,52.0,input,0,civil_liberties_score,high,36.0,14.0,27.0,9.0,
Mexico,MEX,civil_liberties_score__2018,36.0,input,0,civil_liberties_score,high,80.0,22.0,19.0,9.0,
Moldova,MDA,civil_liberties_score__2018,35.0,input,0,civil_liberties_score,high,84.0,25.0,19.0,,10.0
Mongolia,MNG,civil_liberties_score__2018,49.0,input,0,civil_liberties_score,high,43.0,12.0,29.0,6.0,
Montenegro,MNE,civil_liberties_score__2018,42.0,input,0,civil_liberties_score,high,63.0,11.0,17.0,7.0,11.0
Morocco,MAR,civil_liberties_score__2018,25.0,input,0,civil_liberties_score,high,114.0,37.0,3.0,,2.0
Mozambique,MOZ,civil_liberties_score__2018,32.0,input,0,civil_liberties_score,high,94.0,24.0,19.0,11.0,
Myanmar,MMR,civil_liberties_score__2018,18.0,input,0,civil_liberties_score,high,134.0,18.0,22.0,13.0,
Namibia,NAM,civil_liberties_score__2018,47.0,input,0,civil_liberties_score,high,50.0,27.0,13.0,12.0,9.0
Nepal,NPL,civil_liberties_score__2018,30.0,input,0,civil_liberties_score,high,101.0,26.0,17.0,,10.0
Netherlands,NLD,civil_liberties_score__2018,59.0,input,0,civil_liberties_score,high,5.0,3.0,34.0,3.0,
New Zealand,NZL,civil_liberties_score__2018,58.0,input,0,civil_liberties_score,high,7.0,16.0,24.0,,12.0
Nicaragua,NIC,civil_liberties_score__2018,32.0,input,0,civil_liberties_score,high,94.0,20.0,21.0,8.0,
Niger,NER,civil_liberties_score__2018,29.0,input,0,civil_liberties_score,high,104.0,22.0,21.0,12.0,12.0
Nigeria,NGA,civil_liberties_score__2018,25.0,input,0,civil_liberties_score,high,114.0,8.0,21.0,5.0,
Norway,NOR,civil_liberties_score__2018,60.0,input,0,civil_liberties_score,high,1.0,3.0,35.0,2.0,17.0
Oman,OMN,civil_liberties_score__2018,17.0,input,0,civil_liberties_score,high,136.0,31.0,7.0,,5.0
Pakistan,PAK,civil_liberties_score__2018,24.0,input,0,civil_liberties_score,high,121.0,20.0,18.0,,10.0
Panama,PAN,civil_liberties_score__2018,48.0,input,0,civil_liberties_score,high,48.0,10.0,30.0,,15.0
Papua New Guinea,PNG,civil_liberties_score__2018,38.0,input,0,civil_liberties_score,high,71.0,4.0,30.0,,16.0
Paraguay,PRY,civil_liberties_score__2018,37.0,input,0,civil_liberties_score,high,74.0,11.0,27.0,8.0,14.0
Peru,PER,civil_liberties_score__2018,42.0,input,0,civil_liberties_score,high,63.0,16.0,27.0,,14.0
Philippines,PHL,civil_liberties_score__2018,35.0,input,0,civil_liberties_score,high,84.0,15.0,28.0,9.0,
Poland,POL,civil_liberties_score__2018,49.0,input,0,civil_liberties_score,high,43.0,13.0,27.0,10.0,
Portugal,PRT,civil_liberties_score__2018,58.0,input,0,civil_liberties_score,high,7.0,1.0,38.0,1.0,
Qatar,QAT,civil_liberties_score__2018,17.0,input,0,civil_liberties_score,high,136.0,31.0,7.0,,5.0
Romania,ROU,civil_liberties_score__2018,49.0,input,0,civil_liberties_score,high,43.0,4.0,37.0,3.0,
Russia,RUS,civil_liberties_score__2018,15.0,input,0,civil_liberties_score,high,143.0,36.0,3.0,,3.0
Rwanda,RWA,civil_liberties_score__2018,15.0,input,0,civil_liberties_score,high,143.0,42.0,2.0,,2.0
Saudi Arabia,SAU,civil_liberties_score__2018,7.0,input,0,civil_liberties_score,high,164.0,36.0,3.0,17.0,
Senegal,SEN,civil_liberties_score__2018,44.0,input,0,civil_liberties_score,high,56.0,14.0,29.0,6.0,
Serbia,SRB,civil_liberties_score__2018,45.0,input,0,civil_liberties_score,high,55.0,10.0,33.0,6.0,
Sierra Leone,SLE,civil_liberties_score__2018,38.0,input,0,civil_liberties_score,high,71.0,15.0,27.0,7.0,
Singapore,SGP,civil_liberties_score__2018,33.0,input,0,civil_liberties_score,high,91.0,27.0,16.0,14.0,
Slovakia,SVK,civil_liberties_score__2018,53.0,input,0,civil_liberties_score,high,29.0,3.0,37.0,3.0,18.0
Slovenia,SVN,civil_liberties_score__2018,54.0,input,0,civil_liberties_score,high,27.0,11.0,29.0,8.0,
Solomon Islands,SLB,civil_liberties_score__2018,44.0,input,0,civil_liberties_score,high,56.0,19.0,21.0,,11.0
Somalia,SOM,civil_liberties_score__2018,6.0,input,0,civil_liberties_score,high,165.0,10.0,10.0,6.0,6.0
South Africa,ZAF,civil_liberties_score__2018,46.0,input,0,civil_liberties_score,high,53.0,22.0,21.0,,13.0
South Sudan,SSD,civil_liberties_score__2018,4.0,input,0,civil_liberties_score,high,169.0,19.0,8.0,10.0,5.0
Spain,ESP,civil_liberties_score__2018,56.0,input,0,civil_liberties_score,high,18.0,5.0,35.0,3.0,
Sri Lanka,LKA,civil_liberties_score__2018,31.0,input,0,civil_liberties_score,high,99.0,24.0,17.0,,9.0
Sudan,SDN,civil_liberties_score__2018,4.0,input,0,civil_liberties_score,high,169.0,28.0,1.0,,1.0
Suriname,SUR,civil_liberties_score__2018,44.0,input,0,civil_liberties_score,high,56.0,17.0,22.0,,12.0
Sweden,SWE,civil_liberties_score__2018,60.0,input,0,civil_liberties_score,high,1.0,4.0,38.0,3.0,18.0
Switzerland,CHE,civil_liberties_score__2018,57.0,input,0,civil_liberties_score,high,13.0,21.0,19.0,,9.0
Syria,SYR,civil_liberties_score__2018,2.0,input,0,civil_liberties_score,high,173.0,20.0,3.0,,2.0
Taiwan,TWN,civil_liberties_score__2018,56.0,input,0,civil_liberties_score,high,18.0,5.0,19.0,,12.0
Tajikistan,TJK,civil_liberties_score__2018,10.0,input,0,civil_liberties_score,high,159.0,34.0,5.0,17.0,
Tanzania,TZA,civil_liberties_score__2018,30.0,input,0,civil_liberties_score,high,101.0,23.0,19.0,11.0,
Thailand,THA,civil_liberties_score__2018,25.0,input,0,civil_liberties_score,high,114.0,29.0,11.0,,7.0
Timor-Leste,TLS,civil_liberties_score__2018,37.0,input,0,civil_liberties_score,high,74.0,19.0,17.0,,10.0
Togo,TGO,civil_liberties_score__2018,29.0,input,0,civil_liberties_score,high,104.0,21.0,23.0,9.0,
Trinidad and Tobago,TTO,civil_liberties_score__2018,48.0,input,0,civil_liberties_score,high,48.0,10.0,30.0,,16.0
Tunisia,TUN,civil_liberties_score__2018,40.0,input,0,civil_liberties_score,high,68.0,13.0,19.0,8.0,
Turkiye,TUR,civil_liberties_score__2018,16.0,input,0,civil_liberties_score,high,140.0,32.0,3.0,,2.0
Turkmenistan,TKM,civil_liberties_score__2018,4.0,input,0,civil_liberties_score,high,169.0,26.0,5.0,15.0,
Uganda,UGA,civil_liberties_score__2018,26.0,input,0,civil_liberties_score,high,111.0,20.0,23.0,11.0,
Ukraine,UKR,civil_liberties_score__2018,36.0,input,0,civil_liberties_score,high,80.0,19.0,23.0,,12.0
United Arab Emirates,ARE,civil_liberties_score__2018,12.0,input,0,civil_liberties_score,high,155.0,32.0,2.0,,2.0
United Kingdom,GBR,civil_liberties_score__2018,54.0,input,0,civil_liberties_score,high,27.0,18.0,21.0,,11.0
United States,USA,civil_liberties_score__2018,53.0,input,0,civil_liberties_score,high,29.0,16.0,22.0,9.0,
Uruguay,URY,civil_liberties_score__2018,58.0,input,0,civil_liberties_score,high,7.0,3.0,39.0,2.0,
Uzbekistan,UZB,civil_liberties_score__2018,6.0,input,0,civil_liberties_score,high,165.0,41.0,1.0,,1.0
Venezuela,VEN,civil_liberties_score__2018,18.0,input,0,civil_liberties_score,high,134.0,11.0,20.0,6.0,
Vietnam,VNM,civil_liberties_score__2018,17.0,input,0,civil_liberties_score,high,136.0,34.0,4.0,16.0,
Yemen,YEM,civil_liberties_score__2018,12.0,input,0,civil_liberties_score,high,155.0,6.0,17.0,6.0,
Zambia,ZMB,civil_liberties_score__2018,33.0,input,0,civil_liberties_score,high,91.0,16.0,23.0,8.0,
Zimbabwe,ZWE,civil_liberties_score__2018,20.0,input,0,civil_liberties_score,high,129.0,25.0,16.0,12.0,
Afghanistan,AFG,civil_liberties_score__2022,9.0,input,1,civil_liberties_score,high,157.0,29.0,7.0,,5.0
Albania,ALB,civil_liberties_score__2022,39.0,input,1,civil_liberties_score,high,67.0,14.0,26.0,8.0,
Algeria,DZA,civil_liberties_score__2022,22.0,input,1,civil_liberties_score,high,120.0,26.0,14.0,,9.0
Angola,AGO,civil_liberties_score__2022,20.0,input,1,civil_liberties_score,high,128.0,24.0,17.0,14.0,
Argentina,ARG,civil_liberties_score__2022,49.0,input,1,civil_liberties_score,high,42.0,16.0,27.0,,16.0
Armenia,ARM,civil_liberties_score__2022,32.0,input,1,civil_liberties_score,high,89.0,24.0,19.0,16.0,
Australia,AUS,civil_liberties_score__2022,56.0,input,1,civil_liberties_score,high,15.0,16.0,23.0,,11.0
Austria,AUT,civil_liberties_score__2022,56.0,input,1,civil_liberties_score,high,15.0,12.0,27.0,,13.0
Azerbaijan,AZE,civil_liberties_score__2022,7.0,input,1,civil_liberties_score,high,164.0,42.0,1.0,,1.0
Bahamas,BHS,civil_liberties_score__2022,53.0,input,1,civil_liberties_score,high,29.0,11.0,30.0,,
Bahrain,BHR,civil_liberties_score__2022,10.0,input,1,civil_liberties_score,high,153.0,39.0,5.0,17.0,
Bangladesh,BGD,civil_liberties_score__2022,24.0,input,1,civil_liberties_score,high,111.0,12.0,22.0,,
Barbados,BRB,civil_liberties_score__2022,57.0,input,1,civil_liberties_score,high,9.0,4.0,39.0,,17.0
Belarus,BLR,civil_liberties_score__2022,6.0,input,1,civil_liberties_score,high,165.0,43.0,1.0,,1.0
Belgium,BEL,civil_liberties_score__2022,57.0,input,1,civil_liberties_score,high,9.0,3.0,38.0,3.0,
Belize,BLZ,civil_liberties_score__2022,53.0,input,1,civil_liberties_score,high,29.0,16.0,29.0,5.0,
Benin,BEN,civil_liberties_score__2022,42.0,input,1,civil_liberties_score,high,59.0,6.0,36.0,,16.0
Bhutan,BTN,civil_liberties_score__2022,32.0,input,1,civil_liberties_score,high,89.0,29.0,12.0,13.0,
Bolivia,BOL,civil_liberties_score__2022,39.0,input,1,civil_liberties_score,high,67.0,16.0,25.0,8.0,
Bosnia and Herzegovina,BIH,civil_liberties_score__2022,34.0,input,1,civil_liberties_score,high,83.0,10.0,17.0,6.0,
Botswana,BWA,civil_liberties_score__2022,44.0,input,1,civil_liberties_score,high,56.0,26.0,15.0,,
Brazil,BRA,civil_liberties_score__2022,42.0,input,1,civil_liberties_score,high,59.0,19.0,19.0,,11.0
Brunei,BRN,civil_liberties_score__2022,21.0,input,1,civil_liberties_score,high,125.0,25.0,10.0,,
Bulgaria,BGR,civil_liberties_score__2022,46.0,input,1,civil_liberties_score,high,50.0,6.0,25.0,,
Burkina Faso,BFA,civil_liberties_score__2022,30.0,input,1,civil_liberties_score,high,94.0,23.0,21.0,,13.0
Burundi,BDI,civil_liberties_score__2022,10.0,input,1,civil_liberties_score,high,153.0,31.0,12.0,,7.0
Cabo Verde,CPV,civil_liberties_score__2022,54.0,input,1,civil_liberties_score,high,25.0,7.0,30.0,6.0,
Cambodia,KHM,civil_liberties_score__2022,19.0,input,1,civil_liberties_score,high,129.0,24.0,18.0,,
Cameroon,CMR,civil_liberties_score__2022,9.0,input,1,civil_liberties_score,high,157.0,39.0,2.0,,2.0
Canada,CAN,civil_liberties_score__2022,58.0,input,1,civil_liberties_score,high,6.0,5.0,24.0,,14.0
Central African Republic,CAF,civil_liberties_score__2022,4.0,input,1,civil_liberties_score,high,169.0,40.0,1.0,,1.0
Chad,TCD,civil_liberties_score__2022,14.0,input,1,civil_liberties_score,high,142.0,20.0,20.0,8.0,
Chile,CHL,civil_liberties_score__2022,56.0,input,1,civil_liberties_score,high,15.0,2.0,37.0,,18.0
China,CHN,civil_liberties_score__2022,11.0,input,1,civil_liberties_score,high,149.0,38.0,3.0,,2.0
Colombia,COL,civil_liberties_score__2022,35.0,input,1,civil_liberties_score,high,79.0,30.0,15.0,13.0,
Comoros,COM,civil_liberties_score__2022,26.0,input,1,civil_liberties_score,high,107.0,8.0,23.0,,12.0
Congo (Dem. Rep.),COD,civil_liberties_score__2022,15.0,input,1,civil_liberties_score,high,140.0,16.0,22.0,,12.0
Congo (Rep.),COG,civil_liberties_score__2022,15.0,input,1,civil_liberties_score,high,140.0,25.0,17.0,13.0,
Costa Rica,CRI,civil_liberties_score__2022,53.0,input,1,civil_liberties_score,high,29.0,25.0,19.0,,
Cote d'Ivoire,CIV,civil_liberties_score__2022,30.0,input,1,civil_liberties_score,high,94.0,16.0,27.0,,
Croatia,HRV,civil_liberties_score__2022,49.0,input,1,civil_liberties_score,high,42.0,8.0,26.0,6.0,
Cuba,CUB,civil_liberties_score__2022,11.0,input,1,civil_liberties_score,high,149.0,21.0,7.0,12.0,
Cyprus,CYP,civil_liberties_score__2022,55.0,input,1,civil_liberties_score,high,22.0,8.0,27.0,,15.0
Czech Republic,CZE,civil_liberties_score__2022,55.0,input,1,civil_liberties_score,high,22.0,6.0,33.0,,16.0
Denmark,DNK,civil_liberties_score__2022,57.0,input,1,civil_liberties_score,high,9.0,16.0,21.0,10.0,
Djibouti,DJI,civil_liberties_score__2022,19.0,input,1,civil_liberties_score,high,129.0,22.0,14.0,14.0,
Dominican Republic,DOM,civil_liberties_score__2022,41.0,input,1,civil_liberties_score,high,63.0,10.0,33.0,6.0,
Ecuador,ECU,civil_liberties_score__2022,40.0,input,1,civil_liberties_score,high,66.0,22.0,23.0,10.0,
Egypt,EGY,civil_liberties_score__2022,12.0,input,1,civil_liberties_score,high,147.0,36.0,2.0,,2.0
El Salvador,SLV,civil_liberties_score__2022,33.0,input,1,civil_liberties_score,high,85.0,19.0,22.0,,13.0
Equatorial Guinea,GNQ,civil_liberties_score__2022,5.0,input,1,civil_liberties_score,high,168.0,27.0,2.0,,2.0
Eritrea,ERI,civil_liberties_score__2022,2.0,input,1,civil_liberties_score,high,173.0,27.0,2.0,,
Estonia,EST,civil_liberties_score__2022,56.0,input,1,civil_liberties_score,high,15.0,4.0,33.0,3.0,
Eswatini,SWZ,civil_liberties_score__2022,16.0,input,1,civil_liberties_score,high,137.0,34.0,8.0,16.0,
Ethiopia,ETH,civil_liberties_score__2022,11.0,input,1,civil_liberties_score,high,149.0,31.0,8.0,15.0,
Fiji,FJI,civil_liberties_score__2022,35.0,input,1,civil_liberties_score,high,79.0,25.0,15.0,13.0,
Finland,FIN,civil_liberties_score__2022,60.0,input,1,civil_liberties_score,high,1.0,4.0,36.0,,
France,FRA,civil_liberties_score__2022,51.0,input,1,civil_liberties_score,high,35.0,22.0,14.0,12.0,
Gabon,GAB,civil_liberties_score__2022,18.0,input,1,civil_liberties_score,high,131.0,32.0,9.0,,
"Gambia, The",GMB,civil_liberties_score__2022,26.0,input,1,civil_liberties_score,high,107.0,18.0,19.0,13.0,
Georgia,GEO,civil_liberties_score__2022,36.0,input,1,civil_liberties_score,high,77.0,22.0,21.0,,10.0
Germany,DEU,civil_liberties_score__2022,55.0,input,1,civil_liberties_score,high,22.0,16.0,22.0,8.0,
Ghana,GHA,civil_liberties_score__2022,45.0,input,1,civil_liberties_score,high,54.0,6.0,33.0,,16.0
Greece,GRC,civil_liberties_score__2022,50.0,input,1,civil_liberties_score,high,39.0,9.0,28.0,6.0,
Guatemala,GTM,civil_liberties_score__2022,30.0,input,1,civil_liberties_score,high,94.0,14.0,30.0,,15.0
Guinea,GIN,civil_liberties_score__2022,24.0,input,1,civil_liberties_score,high,111.0,14.0,29.0,9.0,
Guinea-Bissau,GNB,civil_liberties_score__2022,26.0,input,1,civil_liberties_score,high,107.0,11.0,30.0,9.0,
Guyana,GUY,civil_liberties_score__2022,43.0,input,1,civil_liberties_score,high,57.0,5.0,32.0,3.0,
Haiti,HTI,civil_liberties_score__2022,22.0,input,1,civil_liberties_score,high,120.0,5.0,31.0,5.0,
Honduras,HND,civil_liberties_score__2022,26.0,input,1,civil_liberties_score,high,107.0,28.0,14.0,12.0,
Hungary,HUN,civil_liberties_score__2022,43.0,input,1,civil_liberties_score,high,57.0,16.0,24.0,,12.0
Iceland,ISL,civil_liberties_score__2022,57.0,input,1,civil_liberties_score,high,9.0,15.0,23.0,,14.0
India,IND,civil_liberties_score__2022,33.0,input,1,civil_liberties_score,high,85.0,28.0,13.0,,7.0
Indonesia,IDN,civil_liberties_score__2022,29.0,input,1,civil_liberties_score,high,100.0,24.0,18.0,,10.0
Iran,IRN,civil_liberties_score__2022,10.0,input,1,civil_liberties_score,high,153.0,35.0,8.0,16.0,
Iraq,IRQ,civil_liberties_score__2022,13.0,input,1,civil_liberties_score,high,145.0,17.0,12.0,,8.0
Ireland,IRL,civil_liberties_score__2022,58.0,input,1,civil_liberties_score,high,6.0,3.0,37.0,3.0,
Israel,ISR,civil_liberties_score__2022,42.0,input,1,civil_liberties_score,high,59.0,32.0,8.0,15.0,
Italy,ITA,civil_liberties_score__2022,54.0,input,1,civil_liberties_score,high,25.0,5.0,35.0,3.0,
Jamaica,JAM,civil_liberties_score__2022,46.0,input,1,civil_liberties_score,high,50.0,18.0,27.0,6.0,
Japan,JPN,civil_liberties_score__2022,56.0,input,1,civil_liberties_score,high,15.0,8.0,29.0,6.0,
Jordan,JOR,civil_liberties_score__2022,22.0,input,1,civil_liberties_score,high,120.0,34.0,7.0,,4.0
Kazakhstan,KAZ,civil_liberties_score__2022,18.0,input,1,civil_liberties_score,high,131.0,34.0,7.0,15.0,
Kenya,KEN,civil_liberties_score__2022,29.0,input,1,civil_liberties_score,high,100.0,27.0,16.0,11.0,
Korea (Dem. People’s Rep.),PRK,civil_liberties_score__2022,3.0,input,1,civil_liberties_score,high,172.0,26.0,4.0,,
Korea (Rep.),KOR,civil_liberties_score__2022,50.0,input,1,civil_liberties_score,high,39.0,19.0,15.0,,
Kosovo,,civil_liberties_score__2022,31.0,input,1,civil_liberties_score,high,93.0,15.0,8.0,9.0,
Kuwait,KWT,civil_liberties_score__2022,23.0,input,1,civil_liberties_score,high,116.0,32.0,8.0,14.0,
Kyrgyzstan,KGZ,civil_liberties_score__2022,23.0,input,1,civil_liberties_score,high,116.0,30.0,13.0,,7.0
Laos,LAO,civil_liberties_score__2022,11.0,input,1,civil_liberties_score,high,149.0,34.0,6.0,16.0,
Latvia,LVA,civil_liberties_score__2022,51.0,input,1,civil_liberties_score,high,35.0,7.0,32.0,5.0,
Lebanon,LBN,civil_liberties_score__2022,29.0,input,1,civil_liberties_score,high,100.0,9.0,29.0,,15.0
Lesotho,LSO,civil_liberties_score__2022,36.0,input,1,civil_liberties_score,high,77.0,25.0,17.0,,11.0
Liberia,LBR,civil_liberties_score__2022,33.0,input,1,civil_liberties_score,high,85.0,8.0,32.0,,14.0
Libya,LBY,civil_liberties_score__2022,8.0,input,1,civil_liberties_score,high,161.0,11.0,11.0,8.0,
Lithuania,LTU,civil_liberties_score__2022,51.0,input,1,civil_liberties_score,high,35.0,17.0,22.0,,12.0
Luxembourg,LUX,civil_liberties_score__2022,59.0,input,1,civil_liberties_score,high,4.0,4.0,31.0,,16.0
Macedonia,MKD,civil_liberties_score__2022,39.0,input,1,civil_liberties_score,high,67.0,10.0,28.0,7.0,
Madagascar,MDG,civil_liberties_score__2022,34.0,input,1,civil_liberties_score,high,83.0,11.0,32.0,8.0,
Malawi,MWI,civil_liberties_score__2022,37.0,input,1,civil_liberties_score,high,74.0,14.0,29.0,,
Malaysia,MYS,civil_liberties_score__2022,30.0,input,1,civil_liberties_score,high,94.0,31.0,13.0,12.0,
Maldives,MDV,civil_liberties_score__2022,21.0,input,1,civil_liberties_score,high,125.0,33.0,7.0,15.0,
Mali,MLI,civil_liberties_score__2022,24.0,input,1,civil_liberties_score,high,111.0,22.0,21.0,,12.0
Malta,MLT,civil_liberties_score__2022,54.0,input,1,civil_liberties_score,high,25.0,12.0,23.0,,14.0
Mauritania,MRT,civil_liberties_score__2022,21.0,input,1,civil_liberties_score,high,125.0,23.0,14.0,15.0,
Mauritius,MUS,civil_liberties_score__2022,50.0,input,1,civil_liberties_score,high,39.0,16.0,26.0,,13.0
Mexico,MEX,civil_liberties_score__2022,33.0,input,1,civil_liberties_score,high,85.0,23.0,18.0,,11.0
Moldova,MDA,civil_liberties_score__2022,35.0,input,1,civil_liberties_score,high,79.0,24.0,21.0,9.0,
Mongolia,MNG,civil_liberties_score__2022,48.0,input,1,civil_liberties_score,high,46.0,13.0,27.0,,13.0
Montenegro,MNE,civil_liberties_score__2022,41.0,input,1,civil_liberties_score,high,63.0,12.0,18.0,,
Morocco,MAR,civil_liberties_score__2022,24.0,input,1,civil_liberties_score,high,111.0,36.0,5.0,17.0,
Mozambique,MOZ,civil_liberties_score__2022,29.0,input,1,civil_liberties_score,high,100.0,25.0,18.0,,10.0
Myanmar,MMR,civil_liberties_score__2022,9.0,input,1,civil_liberties_score,high,157.0,35.0,5.0,,5.0
Namibia,NAM,civil_liberties_score__2022,46.0,input,1,civil_liberties_score,high,50.0,28.0,14.0,,
Nepal,NPL,civil_liberties_score__2022,32.0,input,1,civil_liberties_score,high,89.0,23.0,20.0,10.0,
Netherlands,NLD,civil_liberties_score__2022,58.0,input,1,civil_liberties_score,high,6.0,5.0,32.0,,17.0
New Zealand,NZL,civil_liberties_score__2022,59.0,input,1,civil_liberties_score,high,4.0,10.0,29.0,6.0,
Nicaragua,NIC,civil_liberties_score__2022,18.0,input,1,civil_liberties_score,high,131.0,29.0,10.0,,7.0
Niger,NER,civil_liberties_score__2022,28.0,input,1,civil_liberties_score,high,104.0,23.0,22.0,,
Nigeria,NGA,civil_liberties_score__2022,23.0,input,1,civil_liberties_score,high,116.0,10.0,19.0,,10.0
Norway,NOR,civil_liberties_score__2022,60.0,input,1,civil_liberties_score,high,1.0,4.0,36.0,,
Oman,OMN,civil_liberties_score__2022,18.0,input,1,civil_liberties_score,high,131.0,28.0,10.0,14.0,
Pakistan,PAK,civil_liberties_score__2022,22.0,input,1,civil_liberties_score,high,120.0,18.0,19.0,10.0,
Panama,PAN,civil_liberties_score__2022,48.0,input,1,civil_liberties_score,high,46.0,8.0,32.0,5.0,
Papua New Guinea,PNG,civil_liberties_score__2022,39.0,input,1,civil_liberties_score,high,67.0,3.0,31.0,3.0,
Paraguay,PRY,civil_liberties_score__2022,37.0,input,1,civil_liberties_score,high,74.0,12.0,28.0,,
Peru,PER,civil_liberties_score__2022,42.0,input,1,civil_liberties_score,high,59.0,12.0,31.0,8.0,
